idx,commune,district,voivodeship,sth1,sth2,sth3,sth4
1424022,gmina Obryte,pułtuski,mazowieckie,"139,76",4785,"34,24","-2,77"
0214042,gmina Dziadowa Kłoda,oleśnicki,dolnośląskie,"105,79",4586,"43,35","-5,89"
1013023,gmina Biała Rawska,rawski,łódzkie,"208,31",11257,"54,04","-5,16"
1416112,gmina Zaręby Kościelne,ostrowski,mazowieckie,"88,73",3619,"40,79","-10,55"
3021033,gmina Buk,poznański,wielkopolskie,"90,58",12664,"139,81","5,64"
2415052,gmina Godów,wodzisławski,śląskie,"38,05",13810,"362,94","3,92"
1415032,gmina Czerwin,ostrołęcki,mazowieckie,"170,24",5083,"29,86","-1,63"
1436032,gmina Przyłęk,zwoleński,mazowieckie,"131,57",6136,"46,64","-5,91"
1608043,gmina Praszka,oleski,opolskie,"103,03",13448,"130,53","-4,28"
1017032,gmina Konopnica,wieluński,łódzkie,"83,17",3746,"45,04","-7,19"
3007053,gmina Koźminek,kaliski,wielkopolskie,"88,65",7564,"85,32","0,71"
0614043,gmina Kazimierz Dolny,puławski,lubelskie,"72,41",6637,"91,66","-7,86"
1412093,gmina Kałuszyn,miński,mazowieckie,"94,39",5805,"61,5","-4,55"
0604042,gmina Hrubieszów,hrubieszowski,lubelskie,"259,21",9931,"38,31","-7,77"
1605053,gmina Zdzieszowice,krapkowicki,opolskie,"57,44",15648,"272,42","-4,87"
1005082,gmina Łyszkowice,łowicki,łódzkie,"107,3",6653,62,"-2,1"
2005042,gmina Czyże,hajnowski,podlaskie,"134,53",1933,"14,37","-16,67"
3029022,gmina Siedlec,wolsztyński,wielkopolskie,"204,64",12775,"62,43","2,31"
0203042,gmina Kotla,głogowski,dolnośląskie,"127,52",4458,"34,96","3,24"
3209012,gmina Będzino,koszaliński,zachodniopomorskie,"166,19",8655,"52,08","2,28"
0612032,gmina Karczmiska,opolski,lubelskie,"94,61",5535,"58,5","-6,77"
1805072,gmina Nowy Żmigród,jasielski,podkarpackie,"103,59",8997,"86,85","-6,11"
1801052,gmina Lutowiska,bieszczadzki,podkarpackie,"475,63",2059,"4,33","-1,45"
2809011,Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,"14,35",15628,"1089,06","-7,87"
2201052,gmina Lipnica,bytowski,pomorskie,"308,81",5209,"16,87","1,93"
1206152,gmina Wielka Wieś,krakowski,małopolskie,"48,27",12923,"267,72","32,11"
1811102,gmina Wadowice Górne,mielecki,podkarpackie,"86,9",7739,"89,06","3,38"
1609032,gmina Dobrzeń Wielki,opolski,opolskie,"63,47",9512,"149,87","0,32"
2207022,gmina Gardeja,kwidzyński,pomorskie,"192,7",8401,"43,6","-2,13"
0206062,gmina Jeżów Sudecki,karkonoski[a],dolnośląskie,"94,28",7477,"79,31","9,4"
0606072,gmina Łopiennik Górny,krasnostawski,lubelskie,"106,19",3867,"36,42","-11,04"
2612083,gmina Szydłów,staszowski,świętokrzyskie,"107,9",4645,"43,05","-6,03"
1204042,gmina Mędrzechów,dąbrowski,małopolskie,"44,4",3414,"76,89","-11,36"
2417102,gmina Radziechowy-Wieprz,żywiecki,śląskie,"64,86",13085,"201,74","-0,03"
1607082,gmina Pakosławice,nyski,opolskie,"74,05",3481,"47,01","-6,8"
1420062,gmina Joniec,płoński,mazowieckie,"73,15",2674,"36,56","4,27"
2211023,gmina Jastarnia,pucki,pomorskie,"7,8",3684,"472,31","-7,75"
0602032,gmina Biłgoraj,biłgorajski,lubelskie,"262,66",13374,"50,92","3,51"
1810042,gmina Łańcut,łańcucki,podkarpackie,"106,3",21995,"206,91","4,79"
3210013,gmina Barlinek,myśliborski,zachodniopomorskie,"258,72",19203,"74,22",-6
1017052,gmina Osjaków,wieluński,łódzkie,"101,09",4733,"46,82","-1,54"
0812013,gmina Sława,wschowski,lubuskie,327,12674,"38,76","-1,29"
0212023,gmina Lubomierz,lwówecki,dolnośląskie,"130,53",6195,"47,46","1,46"
1403112,gmina Sobolew,garwoliński,mazowieckie,"94,8",8203,"86,53","-2,31"
3024063,gmina Pniewy,szamotulski,wielkopolskie,"158,47",12680,"80,02","3,04"
3208033,gmina Gościno,kołobrzeski,zachodniopomorskie,116,5122,"44,16","-3,17"
0206041,Szklarska Poręba,karkonoski[a],dolnośląskie,"75,44",6587,"87,31","-1,92"
2811043,gmina Nidzica,nidzicki,warmińsko-mazurskie,"378,79",20972,"55,37","-4,88"
2013082,gmina Sokoły,wysokomazowiecki,podlaskie,"155,6",5719,"36,75","-3,3"
2213122,gmina Starogard Gdański,starogardzki,pomorskie,"196,21",16781,"85,53","12,36"
3003032,gmina Gniezno,gnieźnieński,wielkopolskie,"178,16",12434,"69,79","27,24"
2804063,gmina Młynary,elbląski,warmińsko-mazurskie,"158,41",4405,"27,81","-6,28"
3003062,gmina Łubowo,gnieźnieński,wielkopolskie,"113,54",6766,"59,59","13,36"
0202041,Piława Górna,dzierżoniowski,dolnośląskie,"20,93",6382,"304,92","-7,82"
3215043,gmina Borne Sulinowo,szczecinecki,zachodniopomorskie,"484,5",9893,"20,42","1,32"
0614072,gmina Markuszów,puławski,lubelskie,"40,4",2946,"72,92","-3,48"
1414022,gmina Czosnów,nowodworski,mazowieckie,"128,45",10003,"77,87","4,91"
1207062,gmina Laskowa,limanowski,małopolskie,"72,48",8224,"113,47","5,99"
2604123,gmina Morawica,kielecki,świętokrzyskie,"140,38",16827,"119,87","14,35"
2409032,gmina Niegowa,myszkowski,śląskie,"87,96",5612,"63,8","-5,41"
1209082,gmina Tokarnia,myślenicki,małopolskie,"68,63",8861,"129,11","5,55"
1821022,gmina Cisna,leski,podkarpackie,"287,26",1746,"6,08","-4,17"
2001043,gmina Lipsk,augustowski,podlaskie,"184,21",5012,"27,21","-17,71"
1419032,gmina Brudzeń Duży,płocki,mazowieckie,"159,84",8267,"51,72","0,57"
1410023,gmina Łosice,łosicki,mazowieckie,"121,29",10751,"88,64","-4,79"
2604043,gmina Chmielnik,kielecki,świętokrzyskie,"142,19",11239,"79,04","-4,76"
0415032,gmina Czernikowo,toruński,kujawsko-pomorskie,"170,14",9061,"53,26","-0,66"
0811063,gmina Lubsko,żarski,lubuskie,"182,67",18319,"100,28","-8,23"
1210142,gmina Podegrodzie,nowosądecki,małopolskie,"64,73",13331,"205,95","8,73"
1415042,gmina Goworowo,ostrołęcki,mazowieckie,"219,1",8265,"37,72","-7,04"
3008022,gmina Bralin,kępiński,wielkopolskie,"85,35",6107,"71,55","0,44"
0811072,gmina Przewóz,żarski,lubuskie,"178,32",3114,"17,46","-9,25"
0206031,Piechowice,karkonoski[a],dolnośląskie,"43,22",6121,"141,62","-11,29"
1604023,gmina Kluczbork,kluczborski,opolskie,"216,96",35860,"165,28","-2,93"
3029033,gmina Wolsztyn,wolsztyński,wielkopolskie,"249,95",30597,"122,41","0,57"
0810011,Gozdnica,żagański,lubuskie,"23,92",2980,"124,58","-17,7"
3213032,gmina Darłowo,sławieński,zachodniopomorskie,"269,45",7960,"29,54","-1,71"
1263011,Tarnów,Tarnów,małopolskie,"72,38",108177,"1494,57","-5,08"
1011043,gmina Uniejów,poddębicki,łódzkie,"129,01",6999,"54,25","-2,61"
1204023,gmina Dąbrowa Tarnowska,dąbrowski,małopolskie,"116,46",21254,"182,5","0,53"
2467011,Jastrzębie-Zdrój,Jastrzębie-Zdrój,śląskie,"85,33",88425,"1036,27","-4,79"
0219083,gmina Żarów,świdnicki,dolnośląskie,"87,84",12342,"140,51","-5,82"
2202032,gmina Chojnice,chojnicki,pomorskie,"458,21",19440,"42,43","10,54"
2417152,gmina Węgierska Górka,żywiecki,śląskie,"76,47",15011,"196,3","-2,89"
2810023,gmina Mikołajki,mrągowski,warmińsko-mazurskie,"256,3",8125,"31,7","-5,96"
1417072,gmina Sobienie-Jeziory,otwocki,mazowieckie,"97,68",6396,"65,48","0,68"
2213031,Starogard Gdański,starogardzki,pomorskie,"25,28",47535,"1880,34","-4,23"
1813082,gmina Przemyśl,przemyski,podkarpackie,"108,43",10662,"98,33","2,7"
1402052,gmina Grudusk,ciechanowski,mazowieckie,"96,75",3560,"36,8","-9,64"
2061011,Białystok,Białystok,podlaskie,"102,13",297585,"2913,79","0,51"
1207052,gmina Kamienica,limanowski,małopolskie,"95,18",7872,"82,71","3,32"
1210152,gmina Rytro,nowosądecki,małopolskie,"41,9",3763,"89,81","-4,48"
3212042,gmina Przelewice,pyrzycki,zachodniopomorskie,"162,01",5114,"31,57","-7,58"
1816132,gmina Trzebownisko,rzeszowski,podkarpackie,"90,28",22461,"248,79","18,29"
2201023,gmina Bytów,bytowski,pomorskie,"196,92",25388,"128,93","0,17"
3217011,Wałcz,wałecki,zachodniopomorskie,"38,17",25115,"657,98","-7,23"
1412123,gmina Mrozy,miński,mazowieckie,"144,92",8713,"60,12","1,27"
2802011,Braniewo,braniewski,warmińsko-mazurskie,"12,41",16964,"1366,96","-2,48"
0204043,gmina Wąsosz,górowski,dolnośląskie,"197,11",7103,"36,04","-8,35"
1806032,gmina Majdan Królewski,kolbuszowski,podkarpackie,"155,26",9802,"63,13","-2,3"
3015012,gmina Kuślin,nowotomyski,wielkopolskie,"106,48",5498,"51,63","-1,09"
2816013,gmina Biała Piska,piski,warmińsko-mazurskie,"420,33",11565,"27,51","-8,86"
3023072,gmina Strzałkowo,słupecki,wielkopolskie,"142,34",10285,"72,26","-2,45"
1216112,gmina Wierzchosławice,tarnowski,małopolskie,"75,15",10842,"144,27","1,98"
2814023,gmina Biskupiec,olsztyński,warmińsko-mazurskie,"290,41",18962,"65,29","-1,54"
3010142,gmina Wilczyn,koniński,wielkopolskie,"83,2",6189,"74,39","-4,22"
1607092,gmina Skoroszyce,nyski,opolskie,"103,86",6180,"59,5","-3,59"
2410053,gmina Pszczyna,pszczyński,śląskie,"174,73",52849,"302,46","3,29"
1813102,gmina Żurawica,przemyski,podkarpackie,"95,79",12951,"135,2","1,26"
0609092,gmina Krzczonów,lubelski,lubelskie,"127,95",4329,"33,83","-14,22"
0219011,Świdnica,świdnicki,dolnośląskie,"21,76",56564,"2599,45","-6,96"
0224033,gmina Kamieniec Ząbkowicki,ząbkowicki,dolnośląskie,"96,69",8055,"83,31","-9,1"
2612043,gmina Osiek,staszowski,świętokrzyskie,"129,3",7664,"59,27","-3,88"
1407032,gmina Gniewoszów,kozienicki,mazowieckie,"84,1",3854,"45,83","-6,49"
2404082,gmina Kruszyna,częstochowski,śląskie,"93,55",4804,"51,35","-4,54"
2417032,gmina Gilowice,żywiecki,śląskie,"27,95",6268,"224,26","1,81"
1814042,gmina Jawornik Polski,przeworski,podkarpackie,"62,93",4440,"70,55","-2,32"
1415092,gmina Olszewo-Borki,ostrołęcki,mazowieckie,"196,74",10785,"54,82","8,49"
0608082,gmina Michów,lubartowski,lubelskie,"135,99",5828,"42,86","-9,81"
3206092,gmina Widuchowa,gryfiński,zachodniopomorskie,"209,45",5400,"25,78","-5,19"
0810053,gmina Małomice,żagański,lubuskie,"79,59",5154,"64,76","-6,83"
2407072,gmina Pawonków,lubliniecki,śląskie,"118,93",6644,"55,86","-0,7"
1405021,Podkowa Leśna,grodziski,mazowieckie,"10,13",3839,"378,97","-2,16"
2606032,gmina Lipnik,opatowski,świętokrzyskie,"81,45",5181,"63,61","-10,46"
0602142,gmina Turobin,biłgorajski,lubelskie,"162,19",5968,"36,8",-17
2412013,gmina Czerwionka-Leszczyny,rybnicki,śląskie,"114,64",42059,"366,88","-0,7"
2814042,gmina Dywity,olsztyński,warmińsko-mazurskie,"161,16",12098,"75,07","18,43"
0609162,gmina Zakrzew,lubelski,lubelskie,"75,42",2872,"38,08","-5,28"
1206063,gmina Krzeszowice,krakowski,małopolskie,"139,04",32161,"231,31","-0,62"
1435022,gmina Długosiodło,wyszkowski,mazowieckie,"167,62",7765,"46,33","-4,05"
0218032,gmina Miękinia,średzki,dolnośląskie,"179,48",17333,"96,57","43,94"
0208092,gmina Lewin Kłodzki,kłodzki,dolnośląskie,"52,14",1930,"37,02","-0,17"
2002112,gmina Turośń Kościelna,białostocki,podlaskie,"139,9",6467,"46,23","16,01"
0618063,gmina Łaszczów,tomaszowski,lubelskie,"128,29",5935,"46,26","-13,18"
3030033,gmina Nekla,wrzesiński,wielkopolskie,"95,86",7577,"79,04","5,61"
1213093,gmina Zator,oświęcimski,małopolskie,"51,63",9286,"179,86","-1,04"
0620072,gmina Nielisz,zamojski,lubelskie,"112,26",5417,"48,25","-7,81"
1407022,gmina Głowaczów,kozienicki,mazowieckie,"185,84",7120,"38,31","-6,42"
2607032,gmina Bodzechów,ostrowiecki,świętokrzyskie,"122,19",13296,"108,81","-5,6"
0617052,gmina Trawniki,świdnicki,lubelskie,"84,16",8874,"105,44","-5,28"
0402011,Brodnica,brodnicki,kujawsko-pomorskie,"23,15",28917,"1249,11","2,25"
0418132,gmina Włocławek,włocławski,kujawsko-pomorskie,"220,62",7349,"33,31","7,93"
0461011,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,"175,98",346739,"1970,33","-6,15"
1008072,gmina Pabianice,pabianicki,łódzkie,"87,69",7704,"87,85","23,14"
2808053,gmina Reszel,kętrzyński,warmińsko-mazurskie,"179,2",7457,"41,61","-8,31"
3201033,gmina Karlino,białogardzki,zachodniopomorskie,"141,03",9127,"64,72","-3,77"
3203023,gmina Drawsko Pomorskie,drawski,zachodniopomorskie,"409,49",17076,"41,7","-11,23"
2401011,Będzin,będziński,śląskie,"37,37",56191,"1503,64","-7,07"
2007022,gmina Łomża,łomżyński,podlaskie,"206,95",11207,"54,15","9,27"
1406092,gmina Pniewy,grójecki,mazowieckie,"102,32",4803,"46,94","3,49"
2408011,Łaziska Górne,mikołowski,śląskie,"20,11",22187,"1103,28","-3,74"
0414042,gmina Jeżewo,świecki,kujawsko-pomorskie,"156,46",8049,"51,44","-1,82"
3018033,gmina Grabów nad Prosną,ostrzeszowski,wielkopolskie,"123,8",7801,"63,01","-0,94"
3214113,gmina Suchań,stargardzki,zachodniopomorskie,"133,05",4284,"32,2","-4,17"
2403122,gmina Zebrzydowice,cieszyński,śląskie,"41,42",13238,"319,6","0,4"
1426112,gmina Wiśniew,siedlecki,mazowieckie,126,5764,"45,75","-1,27"
1011052,gmina Wartkowice,poddębicki,łódzkie,"140,12",6244,"44,56",0
1061011,Łódź,Łódź,łódzkie,"293,25",677286,"2309,59",-8
1020062,gmina Ozorków,zgierski,łódzkie,"95,51",7044,"73,75","3,86"
